Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno,Città_nome,Regione
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas,0,2023,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas,0,2023,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas,0,2023,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas,0,2023,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas,0,2023,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas,0,2023,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2023,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas,0,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas,0,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas - polmone doppio,1,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas - polmone doppio,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas - polmone doppio,0,2023,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas - polmone doppio,0,2023,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas - polmone doppio,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas - polmone doppio,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas - polmone doppio,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas - polmone doppio,0,2023,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas - polmone doppio,0,2023,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas - polmone doppio,0,2023,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas - polmone doppio,0,2023,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas - polmone doppio,0,2023,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas - polmone doppio,0,2023,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas - polmone doppio,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas - polmone doppio,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas - polmone doppio,0,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas - polmone doppio,0,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas - intestino,0,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas - intestino,1,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2023,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2023,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas - intestino,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas - intestino,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas - intestino,0,2023,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas - intestino,0,2023,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas - intestino,0,2023,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas - intestino,0,2023,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas - intestino,0,2023,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas - intestino,0,2023,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2023,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas - intestino,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas - intestino,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas - intestino,0,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas - intestino,0,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,6,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,2,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,3,2023,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2023,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,1,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Rene - fegato,0,2023,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Rene - fegato,0,2023,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,11,2023,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,5,2023,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2023,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,2,2023,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,3,2023,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2023,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,1,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,2,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,6,2023,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,23,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,21,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,19,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,13,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,50,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,22,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,22,2023,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,50,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,18,2023,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,13,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,7,2023,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore,15,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,61,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore,16,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,7,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2023,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,4,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,1,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2023,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,0,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2023,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,0,2023,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2023,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,0,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2023,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,0,2023,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,1,2023,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,0,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,0,2023,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2023,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,1,2023,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2023,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2023,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2023,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2023,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,2,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,0,2023,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,3,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,2,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,1,2023,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,0,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,1,2023,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,3,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone,3,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,20,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,12,2023,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,30,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,7,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,53,2023,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,14,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,19,2023,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,1,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,11,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Fegato - pancreas - polmone doppio,1,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Fegato - pancreas - polmone doppio,0,2023,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Fegato - pancreas - polmone doppio,0,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Fegato - pancreas - polmone doppio,0,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Fegato - pancreas - polmone doppio,0,2023,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Fegato - pancreas - polmone doppio,0,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Fegato - pancreas - polmone doppio,0,2023,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Fegato - pancreas - polmone doppio,0,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,4,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2023,Bergamo,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2023,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,1,2023,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2023,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,0,2023,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2023,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,1,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Pancreas,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,1,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,1,2023,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,2,2023,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Pancreas,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Pancreas,0,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas - polmone doppio,1,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas - polmone doppio,0,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,3,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Rene - pancreas,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,7,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,14,2023,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,2,2023,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Rene - pancreas,3,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Rene - pancreas,1,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas,1,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas,0,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas,0,2023,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas,0,2023,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Fegato - pancreas,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas,0,2023,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas - intestino,0,2023,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas - intestino,1,2023,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas - intestino,0,2023,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas - intestino,0,2023,Padova,Veneto
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas - intestino,0,2023,Pisa,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Fegato - pancreas - intestino,0,2023,Roma,Lazio
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas - intestino,0,2023,Palermo,Sicilia
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Intestino,Fegato - pancreas - intestino,1,2023,Bergamo,Lombardia
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,37,2024,Novara,Piemonte
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,4,2024,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,194,2024,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,44,2024,Bergamo,Lombardia
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,60,2024,Brescia,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,74,2024,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,76,2024,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,39,2024,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,24,2024,Pavia,Lombardia
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,30,2024,Varese,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,141,2024,Padova,Veneto
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,44,2024,Treviso,Veneto
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,28,2024,Vicenza,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,77,2024,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,51,2024,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene,42,2024,Genova,Liguria
